Status,Ticket ID,Priority,Source,Topic,Agent Group,Agent Name,Created time,Expected SLA to resolve,Expected SLA to first response,First response time,SLA For first response,Resolution time,SLA For Resolution,Close time,Agent interactions,Survey results,Product group,Support Level,Country,Latitude,Longitude
Resolved,1230,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-01-26 14:36:49,2023-01-28 14:36:49,2023-01-26 15:36:49,2023-01-26 15:25:18.973,Within SLA,2023-01-28 12:46:00.382,Within SLA,,10.0,,Training and Consulting Services,Tier 1,France,48.864716,2.349014
Resolved,1232,Low,Chat,Product setup,1st line support,Nicola Wane,2023-01-26 16:23:13,2023-01-27 16:23:13,2023-01-26 16:25:13,2023-01-26 16:24:36.986,Within SLA,2023-01-26 23:11:54.014,Within SLA,,2.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
In progress,1233,High,Email,Purchasing and invoicing,2nd line support,Adolpho Messingham,2023-01-26 03:27:40,2023-01-28 03:27:40,2023-01-26 04:27:40,2023-01-26 03:43:57.346,Within SLA,,SLA Violated,,1.0,,Ready to use Software,Tier 2,Italy,43.036776,12.678565
In progress,1235,Medium,Phone,Bug report,1st line support,Nicola Wane,2023-01-27 16:27:39,2023-01-29 16:27:39,2023-01-27 16:29:39,2023-01-27 16:28:57.383,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1236,Medium,Phone,Pricing and licensing,1st line support,Nicola Wane,2023-01-27 02:57:53,2023-01-29 02:57:53,2023-01-27 02:59:53,2023-01-27 16:31:18.157,SLA Violated,2023-01-28 18:10:24.291,Within SLA,,4.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
Resolved,1239,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-27 21:11:53,2023-01-29 21:11:53,2023-01-27 22:11:53,2023-01-27 21:22:48.985,Within SLA,2023-01-31 23:41:59.114,SLA Violated,,10.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
In progress,1240,Low,Chat,Pricing and licensing,1st line support,Connor Danielovitch,2023-01-27 06:05:21,2023-01-28 06:05:21,2023-01-27 06:07:21,2023-01-27 06:06:23.449,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,France,48.864716,2.349014
Resolved,1241,Medium,Chat,Purchasing and invoicing,1st line support,Sheela Cutten,2023-01-27 01:00:46,2023-01-28 01:00:46,2023-01-27 01:02:46,2023-01-27 01:02:04.655,Within SLA,2023-01-27 01:38:39.585,Within SLA,,9.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1243,Medium,Phone,Pricing and licensing,1st line support,Sheela Cutten,2023-01-27 20:50:46,2023-01-29 20:50:46,2023-01-27 20:52:46,2023-01-27 20:50:56.865,Within SLA,2023-01-28 05:02:39.835,Within SLA,,3.0,,Training and Consulting Services,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1244,Low,Email,Product setup,1st line support,Nicola Wane,2023-01-27 08:33:52,2023-01-29 08:33:52,2023-01-27 09:33:52,2023-01-27 08:47:05.108,Within SLA,2023-01-28 10:02:59.859,Within SLA,,4.0,,Ready to use Software,Tier 1,France,48.864716,2.349014
In progress,1245,Low,Email,Bug report,1st line support,Connor Danielovitch,2023-01-27 21:50:03,2023-01-29 21:50:03,2023-01-27 22:50:03,2023-01-27 21:58:32.973,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
Resolved,1248,Low,Email,Product setup,2nd line support,Heather Urry,2023-01-28 20:03:25,2023-01-30 20:03:25,2023-01-28 21:03:25,2023-01-28 20:33:08.286,Within SLA,2023-01-29 01:44:15.717,Within SLA,,3.0,,Ready to use Software,Tier 2,Republic of Ireland,53.094024,-8.019675
In progress,1257,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-01-29 11:27:02,2023-01-31 11:27:02,2023-01-29 12:27:02,2023-01-29 12:08:48.471,Within SLA,,SLA Violated,,6.0,,Other,Tier 1,Poland,52.536273,19.050639
Resolved,1266,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-01-29 22:11:14,2023-01-31 22:11:14,2023-01-29 23:11:14,2023-01-29 22:43:29.786,Within SLA,2023-02-03 14:45:47.645,SLA Violated,,3.0,,Training and Consulting Services,Tier 2,Austria,47.6964719,13.3457347
Resolved,1267,High,Email,Bug report,1st line support,Kristos Westoll,2023-01-29 05:19:55,2023-01-31 05:19:55,2023-01-29 06:19:55,2023-01-29 05:49:37.878,Within SLA,2023-01-30 14:04:21.513,Within SLA,,7.0,,Training and Consulting Services,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1270,Medium,Email,Feature request,1st line support,Sheela Cutten,2023-01-30 02:02:01,2023-02-01 02:02:01,2023-01-30 03:02:01,2023-01-30 02:52:02.561,Within SLA,2023-01-31 12:39:24.653,Within SLA,,1.0,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
In progress,1271,Medium,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-01-30 14:51:28,2023-02-01 14:51:28,2023-01-30 15:51:28,2023-01-30 14:54:01.630,Within SLA,,SLA Violated,,10.0,,Custom software development,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1272,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-01-30 20:29:50,2023-01-31 20:29:50,2023-01-30 20:31:50,2023-01-30 20:31:02.301,Within SLA,2023-01-30 22:10:57.276,Within SLA,,7.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1276,Low,Chat,Product setup,1st line support,Nicola Wane,2023-01-30 16:43:16,2023-01-31 16:43:16,2023-01-30 16:45:16,2023-01-30 16:44:18.437,Within SLA,,SLA Violated,,4.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
In progress,1277,Low,Email,Feature request,1st line support,Nicola Wane,2023-01-31 09:59:04,2023-02-02 09:59:04,2023-01-31 10:59:04,2023-01-31 11:08:28.163,SLA Violated,,SLA Violated,,1.0,,Custom software development,Tier 1,France,48.864716,2.349014
Resolved,1280,Low,Chat,Feature request,1st line support,Sheela Cutten,2023-01-31 12:27:46,2023-02-01 12:27:46,2023-01-31 12:29:46,2023-01-31 12:29:38.584,Within SLA,2023-01-31 15:58:39.767,Within SLA,,6.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,1281,High,Email,Product setup,2nd line support,Heather Urry,2023-01-31 12:56:35,2023-02-02 12:56:35,2023-01-31 13:56:35,2023-01-31 13:16:06.277,Within SLA,2023-02-02 01:02:20.218,Within SLA,,1.0,,Training and Consulting Services,Tier 2,Republic of Ireland,53.094024,-8.019675
Resolved,1282,Medium,Email,Feature request,1st line support,Nicola Wane,2023-01-31 21:52:19,2023-02-02 21:52:19,2023-01-31 22:52:19,2023-01-31 22:18:47.702,Within SLA,2023-02-01 19:15:35.839,Within SLA,,4.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1285,Low,Phone,Pricing and licensing,2nd line support,Michele Whyatt,2023-02-01 01:05:14,2023-02-03 01:05:14,2023-02-01 01:07:14,2023-02-01 01:06:10.389,Within SLA,,SLA Violated,,2.0,,Custom software development,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1287,Low,Chat,Product setup,2nd line support,Adolpho Messingham,2023-02-01 20:49:32,2023-02-02 20:49:32,2023-02-01 20:51:32,2023-02-01 20:50:00.467,Within SLA,2023-02-04 22:34:56.072,SLA Violated,,4.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
In progress,1294,Low,Email,Feature request,1st line support,Bernard Beckley,2023-02-02 15:20:34,2023-02-04 15:20:34,2023-02-02 16:20:34,2023-02-02 15:44:22.618,Within SLA,,SLA Violated,,4.0,,Other,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1295,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-02-02 00:08:59,2023-02-04 00:08:59,2023-02-02 01:08:59,2023-02-02 00:44:07.017,Within SLA,2023-02-02 04:25:12.153,Within SLA,,1.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1300,Medium,Chat,Pricing and Licensing,1st line support,Bernard Beckley,2023-02-03 14:41:04,2023-02-04 14:41:04,2023-02-03 14:43:04,2023-02-03 14:42:44.902,Within SLA,2023-02-06 03:29:03.842,SLA Violated,,6.0,,Custom software development,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,1302,High,Email,Pricing and licensing,1st line support,Sheela Cutten,2023-02-03 20:17:28,2023-02-05 20:17:28,2023-02-03 21:17:28,2023-02-03 21:10:14.239,Within SLA,2023-02-05 13:15:08.386,Within SLA,,3.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1303,Low,Phone,Product setup,1st line support,Nicola Wane,2023-02-03 18:46:35,2023-02-05 18:46:35,2023-02-03 18:48:35,2023-02-03 18:49:43.043,SLA Violated,2023-02-04 05:03:44.272,Within SLA,,3.0,,Ready to use Software,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1304,Medium,Phone,Purchasing and invoicing,1st line support,Sheela Cutten,2023-02-03 19:19:03,2023-02-05 19:19:03,2023-02-03 19:21:03,2023-02-03 19:24:43.044,SLA Violated,2023-02-05 12:43:11.262,Within SLA,,5.0,,Other,Tier 1,Germany,51.165691,10.451526
Resolved,1305,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-02-03 01:50:32,2023-02-05 01:50:32,2023-02-03 02:50:32,2023-02-03 02:11:52.022,Within SLA,2023-02-03 05:17:29.517,Within SLA,,1.0,,Ready to use Software,Tier 1,Czech Republic,49.8037633,15.4749126
Resolved,1317,High,Email,Feature request,2nd line support,Heather Urry,2023-02-05 00:18:33,2023-02-07 00:18:33,2023-02-05 01:18:33,2023-02-05 00:52:10.231,Within SLA,2023-02-06 21:46:04.521,Within SLA,,3.0,,Other,Tier 2,Austria,47.6964719,13.3457347
Resolved,1319,Medium,Chat,Bug report,2nd line support,Heather Urry,2023-02-05 05:01:30,2023-02-06 05:01:30,2023-02-05 05:03:30,2023-02-05 05:03:03.466,Within SLA,2023-02-05 17:35:47.899,Within SLA,,4.0,,Custom software development,Tier 2,Bulgaria,42.7249925,25.4833039
In progress,1321,Low,Email,Pricing and Licensing,1st line support,Kristos Westoll,2023-02-05 05:51:11,2023-02-07 05:51:11,2023-02-05 06:51:11,2023-02-05 06:46:03.125,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1323,Low,Email,Pricing and licensing,1st line support,Nicola Wane,2023-02-06 20:45:42,2023-02-08 20:45:42,2023-02-06 21:45:42,2023-02-06 21:14:22.711,Within SLA,2023-02-06 23:33:15.816,Within SLA,,3.0,,Ready to use Software,Tier 1,Austria,47.6964719,13.3457347
Resolved,1324,Medium,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-02-06 08:09:22,2023-02-08 08:09:22,2023-02-06 09:09:22,2023-02-06 08:19:29.838,Within SLA,2023-02-10 04:43:22.870,SLA Violated,,1.0,,Custom software development,Tier 2,Germany,51.165691,10.451526
Resolved,1327,High,Chat,Bug report,1st line support,Bernard Beckley,2023-02-06 03:34:48,2023-02-07 03:34:48,2023-02-06 03:36:48,2023-02-06 03:35:39.182,Within SLA,2023-02-06 10:45:49.469,Within SLA,,6.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
In progress,1328,Low,Email,Feature request,1st line support,Connor Danielovitch,2023-02-06 10:53:21,2023-02-08 10:53:21,2023-02-06 11:53:21,2023-02-06 11:49:03.885,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1329,Medium,Chat,Bug report,1st line support,Bernard Beckley,2023-02-06 12:00:35,2023-02-07 12:00:35,2023-02-06 12:02:35,2023-02-06 12:00:59.681,Within SLA,,SLA Violated,,6.0,,Ready to use Software,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1330,Low,Email,Purchasing and invoicing,1st line support,Bernard Beckley,2023-02-06 11:37:20,2023-02-08 11:37:20,2023-02-06 12:37:20,2023-02-06 11:58:14.085,Within SLA,2023-02-07 06:23:52.748,Within SLA,,3.0,,Custom software development,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1331,Medium,Email,Purchasing and invoicing,1st line support,Nicola Wane,2023-02-07 18:37:55,2023-02-09 18:37:55,2023-02-07 19:37:55,2023-02-08 02:30:10.069,SLA Violated,2023-02-07 23:03:12.985,Within SLA,,9.0,,Other,Tier 1,Slovenia,46.1491664,14.9860106
Resolved,1332,High,Email,Product setup,1st line support,Sheela Cutten,2023-02-07 11:38:34,2023-02-09 11:38:34,2023-02-07 12:38:34,2023-02-07 11:58:33.934,Within SLA,2023-02-08 23:29:06.037,Within SLA,,4.0,,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347
In progress,1335,High,Email,Bug report,1st line support,Sheela Cutten,2023-02-07 04:06:57,2023-02-09 04:06:57,2023-02-07 05:06:57,2023-02-07 04:24:21.922,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,France,48.864716,2.349014
Resolved,1339,Low,Email,Pricing and licensing,1st line support,Kristos Westoll,2023-02-08 16:05:21,2023-02-10 16:05:21,2023-02-08 17:05:21,2023-02-08 16:37:25.221,Within SLA,2023-02-09 16:52:49.503,Within SLA,,1.0,,Training and Consulting Services,Tier 1,Austria,47.6964719,13.3457347
In progress,1341,Medium,Phone,Pricing and Licensing,1st line support,Kristos Westoll,2023-02-08 13:44:37,2023-02-10 13:44:37,2023-02-08 13:46:37,2023-02-08 13:46:21.956,Within SLA,,SLA Violated,,1.0,,Custom software development,Tier 1,Poland,52.536273,19.050639
Resolved,1342,Low,Email,Pricing and licensing,2nd line support,Michele Whyatt,2023-02-09 08:50:38,2023-02-11 08:50:38,2023-02-09 09:50:38,2023-02-09 09:22:37.044,Within SLA,2023-02-10 13:49:25.577,Within SLA,,1.0,,Training and Consulting Services,Tier 2,Slovenia,46.1491664,14.9860106
Resolved,1343,Low,Chat,Pricing and licensing,1st line support,Kristos Westoll,2023-02-09 06:38:37,2023-02-10 06:38:37,2023-02-09 06:40:37,2023-02-09 06:39:32.698,Within SLA,2023-02-10 02:18:45.945,Within SLA,,60.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,1344,High,Chat,Product setup,1st line support,Sheela Cutten,2023-02-09 07:54:38,2023-02-10 07:54:38,2023-02-09 07:56:38,2023-02-09 07:59:35.680,SLA Violated,,SLA Violated,,4.0,,Other,Tier 1,Italy,43.036776,12.678565
Resolved,1345,Medium,Email,Product setup,2nd line support,Adolpho Messingham,2023-02-09 19:20:58,2023-02-11 19:20:58,2023-02-09 20:20:58,2023-02-09 19:27:02.102,Within SLA,2023-02-10 06:49:48.964,Within SLA,,2.0,,Custom software development,Tier 2,Slovenia,46.1491664,14.9860106
In progress,1346,Medium,Chat,Bug report,1st line support,Sheela Cutten,2023-02-09 03:51:03,2023-02-10 03:51:03,2023-02-09 03:53:03,2023-02-09 03:51:46.711,Within SLA,,SLA Violated,,6.0,,Custom software development,Tier 1,Austria,47.6964719,13.3457347
In progress,1347,Low,Email,Product setup,1st line support,Nicola Wane,2023-02-09 20:42:00,2023-02-11 20:42:00,2023-02-09 21:42:00,2023-02-09 21:34:23.309,Within SLA,,SLA Violated,,9.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1348,High,Email,Bug report,2nd line support,Michele Whyatt,2023-02-09 20:34:25,2023-02-11 20:34:25,2023-02-09 21:34:25,2023-02-09 21:19:12.420,Within SLA,2023-02-10 10:21:06.691,Within SLA,,6.0,,Training and Consulting Services,Tier 2,Germany,51.165691,10.451526
Resolved,1349,Low,Email,Bug report,1st line support,Sheela Cutten,2023-02-09 03:04:22,2023-02-11 03:04:22,2023-02-09 04:04:22,2023-02-09 03:32:28.503,Within SLA,2023-02-10 09:37:06.903,Within SLA,,5.0,,Ready to use Software,Tier 1,Greece,39.368279,21.863141
In progress,1351,Medium,Email,Purchasing and invoicing,1st line support,Sheela Cutten,2023-02-09 11:28:08,2023-02-11 11:28:08,2023-02-09 12:28:08,2023-02-09 11:52:03.360,Within SLA,,SLA Violated,,3.0,,Custom software development,Tier 1,Greece,39.368279,21.863141
In progress,1352,Medium,Email,Product setup,1st line support,Connor Danielovitch,2023-02-10 23:16:13,2023-02-12 23:16:13,2023-02-11 00:16:13,2023-02-10 23:39:28.906,Within SLA,,SLA Violated,,2.0,,Other,Tier 1,Republic of Ireland,53.094024,-8.019675
Resolved,1353,Low,Phone,Other,1st line support,Connor Danielovitch,2023-02-10 21:21:01,2023-02-12 21:21:01,2023-02-10 21:23:01,2023-02-10 21:22:07.429,Within SLA,2023-02-11 05:27:01.006,Within SLA,,3.0,,Custom software development,Tier 1,Germany,51.165691,10.451526
Resolved,1356,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-02-10 07:48:37,2023-02-11 07:48:37,2023-02-10 07:50:37,2023-02-10 07:49:01.667,Within SLA,2023-02-11 00:46:50.124,Within SLA,,6.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1357,Low,Email,Product setup,1st line support,Kristos Westoll,2023-02-11 23:15:36,2023-02-13 23:15:36,2023-02-12 00:15:36,2023-02-12 00:10:07.129,Within SLA,2023-02-13 08:12:21.783,Within SLA,,6.0,,Training and Consulting Services,Tier 1,Spain,39.67337,-4.767726
In progress,1358,Medium,Email,Bug report,1st line support,Nicola Wane,2023-02-11 17:13:31,2023-02-13 17:13:31,2023-02-11 18:13:31,2023-02-11 22:22:15.161,SLA Violated,,SLA Violated,,4.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1368,High,Chat,Other,1st line support,Kristos Westoll,2023-02-12 17:55:38,2023-02-13 17:55:38,2023-02-12 17:57:38,2023-02-12 18:00:18.969,SLA Violated,2023-02-13 17:09:38.808,Within SLA,,6.0,,Other,Tier 1,Spain,39.67337,-4.767726
Resolved,1373,High,Chat,Product setup,1st line support,Bernard Beckley,2023-02-12 13:46:33,2023-02-13 13:46:33,2023-02-12 13:48:33,2023-02-12 13:47:10.867,Within SLA,2023-02-13 08:21:52.556,Within SLA,,6.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1378,High,Chat,Pricing and licensing,1st line support,Nicola Wane,2023-02-13 11:51:48,2023-02-14 11:51:48,2023-02-13 11:53:48,2023-02-13 11:53:42.305,Within SLA,,SLA Violated,,6.0,,Other,Tier 1,Germany,51.165691,10.451526
In progress,1380,Low,Email,Bug report,2nd line support,Adolpho Messingham,2023-02-14 14:37:36,2023-02-16 14:37:36,2023-02-14 15:37:36,2023-02-14 15:28:41.427,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1382,High,Email,Pricing and licensing,1st line support,Connor Danielovitch,2023-02-14 22:46:19,2023-02-16 22:46:19,2023-02-14 23:46:19,2023-02-14 23:57:05.706,SLA Violated,2023-02-15 07:22:07.519,Within SLA,,3.0,,Other,Tier 1,Greece,39.368279,21.863141
Resolved,1383,Low,Chat,Product setup,1st line support,Kristos Westoll,2023-02-14 05:47:05,2023-02-15 05:47:05,2023-02-14 05:49:05,2023-02-14 05:48:39.332,Within SLA,2023-02-14 09:08:57.210,Within SLA,,7.0,,Ready to use Software,Tier 1,Bulgaria,42.7249925,25.4833039
Resolved,1384,Low,Phone,Pricing and licensing,1st line support,Kristos Westoll,2023-02-14 15:54:07,2023-02-16 15:54:07,2023-02-14 15:56:07,2023-02-14 15:56:41.735,SLA Violated,2023-02-14 20:39:00.995,Within SLA,,6.0,,Ready to use Software,Tier 1,Germany,51.165691,10.451526
In progress,1387,Medium,Phone,Other,1st line support,Kristos Westoll,2023-02-15 18:19:14,2023-02-17 18:19:14,2023-02-15 18:21:14,2023-02-15 18:19:27.718,Within SLA,,SLA Violated,,2.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,1390,High,Email,Product setup,1st line support,Nicola Wane,2023-02-15 02:01:20,2023-02-17 02:01:20,2023-02-15 03:01:20,2023-02-15 02:27:28.292,Within SLA,2023-02-17 00:02:38.232,Within SLA,,10.0,,Ready to use Software,Tier 1,Poland,52.536273,19.050639
Resolved,1391,Low,Email,Bug report,1st line support,Sheela Cutten,2023-02-15 00:06:37,2023-02-17 00:06:37,2023-02-15 01:06:37,2023-02-15 00:23:29.787,Within SLA,2023-02-15 11:07:33.382,Within SLA,,8.0,,Ready to use Software,Tier 1,United Kingdom,55.378052,-3.435973
Resolved,1393,High,Phone,Pricing and Licensing,1st line support,Kristos Westoll,2023-02-15 00:29:04,2023-02-17 00:29:04,2023-02-15 00:31:04,2023-02-15 00:29:50.508,Within SLA,2023-02-15 17:52:42.837,Within SLA,,1.0,,Custom software development,Tier 1,Italy,43.036776,12.678565
Resolved,1394,High,Email,Pricing and licensing,2nd line support,Heather Urry,2023-02-15 16:04:53,2023-02-17 16:04:53,2023-02-15 17:04:53,2023-02-15 16:15:05.647,Within SLA,2023-02-17 07:27:18.775,Within SLA,,1.0,,Ready to use Software,Tier 2,United Kingdom,55.378052,-3.435973
Resolved,1396,Low,Email,Purchasing and invoicing,1st line support,Kristos Westoll,2023-02-15 04:35:29,2023-02-17 04:35:29,2023-02-15 05:35:29,2023-02-15 06:58:32.677,SLA Violated,2023-02-16 12:44:22.168,Within SLA,,1.0,,Ready to use Software,Tier 1,Italy,43.036776,12.678565
Resolved,1397,Low,Email,Product setup,1st line support,Sheela Cutten,2023-02-16 00:26:24,2023-02-18 00:26:24,2023-02-16 01:26:24,2023-02-16 00:55:24.461,Within SLA,2023-02-16 06:30:33.807,Within SLA,,1.0,,Other,Tier 1,Bulgaria,42.7249925,25.4833039
In progress,1399,Medium,Chat,Pricing and licensing,2nd line support,Michele Whyatt,2023-02-16 12:00:03,2023-02-17 12:00:03,2023-02-16 12:02:03,2023-02-16 12:01:19.878,Within SLA,,SLA Violated,,60.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,1401,Low,Email,Product setup,2nd line support,Heather Urry,2023-02-16 06:49:55,2023-02-18 06:49:55,2023-02-16 07:49:55,2023-02-16 07:09:32.567,Within SLA,2023-02-16 21:16:34.234,Within SLA,,1.0,,Custom software development,Tier 2,Poland,52.536273,19.050639
Resolved,1402,Low,Chat,Product setup,1st line support,Bernard Beckley,2023-02-17 21:06:58,2023-02-18 21:06:58,2023-02-17 21:08:58,2023-02-17 21:11:15.824,SLA Violated,2023-02-18 15:04:40.845,Within SLA,,6.0,,Training and Consulting Services,Tier 1,Germany,51.165691,10.451526
